name,danWei,danWei2,danWei3,danWei4,des,year,durYear,money,du,leiBie,leiBie2,ff,js,kj,kj2,bb,fzr,gg,djs,ly,jisu,jisu2,buf,fm,cgxs,zsxk
高性能高分子涂层材料的制备及应用示范,智通未来技术公司,天际大学,生物前沿研究院,恒星数据科技公司,围绕海洋、建筑、电子电器等领域对高性能、功能性涂料的需求，研究环保型高性能涂料的成膜树脂分子结构及配方设计，研究新型耐磨、阻尼、耐燃、防腐、防污、抗油污、疏水疏油和绝缘导热的涂层材料特性和机制，研发表面防腐蚀磨损、防污、抗油污材料的制备技术和产品。,2016,2,1500,重点项目,条件研究,条件研究一,涂层配方优化，涂覆工艺研究，应用评估,涂层合成技术，涂覆设备，应用测试系统,国家,俄罗斯,3,裘凤兰 18677913745,王彬 李瑜 王俊 ,秀珍市,空间,智能制造与高端装备,精密加工与设备,工业,十个方面十,研究报告,已结项
新型精细化学品的绿色智造及其应用,极限材料科技公司,天际大学,智通未来技术公司,智能机器人研究所,针对我省生命健康、新材料科创高地以及“碳达峰”“碳中和”的技术目标，重点研究医药及农药关键中间体、功能性染料及精细化学品、绿色高效制冷剂、高端电子化学品等合成过程连续化和商品化过程的智能化技术及装备，开发基于全过程优化的精细化学品关键智造技术。,2021,6,1000,主要项目,系统研究,系统研究五,化学品合成方法，绿色制造策略，应用评估,绿色合成技术，自动化生产线，应用检测系统,互联网,互联网七,1,谢慧 13849696923,李慧 ,潜江市,医疗,智能制造与高端装备,精密加工与设备,社发,十个方面一,研究报告,延期结项
高性能催化材料开发及应用,天域生物工程有限公司,极限材料科技公司,[],[],围绕我省传统优势精细化工产业的绿色发展和提升改造，以经济、低耗为基础，协同废弃物综合治理为目标，研究高效催化新材料开发及再生稳定技术，研究催化剂的表界面调控、结构修饰和协同催化技术，显著提高催化剂在羰基化、氢化、醇氧化等反应中的活性、选择性及稳定性，开发绿色高效催化剂，单原子催化、原子簇及纳米颗粒催化剂。实现新型精细化学品绿色制造过程的升级优化以及新工艺、新技术的研发、集成和应用，降低生产成本，提高反应安全性。,2022,4,300,重点项目,自助,自助,催化剂筛选方法，催化性能优化，应用测试,催化材料合成技术，催化反应设备，应用评估系统,国家,美国,2,张雪梅 15107672769,耿欢 ,利县,纳米,智能制造与高端装备,精密加工与设备,工业,十个方面九,软件平台,已结项
绿色清洁氢能综合开发及应用,未来能源研究所,恒星数据科技公司,量子创新研究所,[],为推动我国绿色清洁氢能综合开发利用，重点研究催化加氢、海水制氢以及氢能综合利用等技术；研究控制氢能开发利用过程的关键材料及技术；研究氢能利用领域高端技术装备；开展智能化、连续化的清洁氢能工程应用。,2018,6,300,一般项目,管理研究,管理研究二,氢能生产方法，清洁利用策略，应用评估,氢能制备技术，储存与运输系统，应用测试设备,互联网,互联网四,2,陈桂英 13313030010,朱桂香 陈文 王超 ,丽华县,空间,智能制造与高端装备,精密加工与设备,社发,十个方面六,研究报告,已结项
高性能再生高分子材料的绿色制备技术及产业化示范,恒星数据科技公司,[],[],[],研究废弃热塑性聚酯材料再生回收过程中的熔融脱挥除杂与调质调黏工艺及设备，突破废弃制品的高效解聚、催化稳定体系与单体深度纯化等关键技术；解决再生单体为原料的聚酯合成、质量控制、功能改性等新技术；研究热固性高分子材料的降解催化剂及降解工艺、回收原料的高性能新材料制备技术，实现难回收高分子材料的高附加值循环利用。,2016,6,1500,主要项目,特殊研究,特殊研究,再生材料制备方法，绿色工艺优化，产业化评估,再生高分子技术，绿色生产线，质量检测系统,互联网,互联网八,1,胡丹丹 18925370079,姜秀珍 李磊 王雪梅 刘莹 ,拉萨县,纳米,智能制造与高端装备,精密加工与设备,工业,十个方面十,软件平台,未结项
高端聚烯烃原材料生产质量优化关键技术与工业示范,深空探测研究中心,环境科学与技术研究所,[],[],建立面向聚合物链结构（分子量分布、共聚物组成）的聚烯烃生产装置模型；以聚烯烃原材料的本征质量为导向，破解聚烯烃生产过程中精细建模、质量表征、优化控制等方面的技术瓶颈；研发机理模型驱动的高端聚烯烃新产品快速开发技术、工艺操作条件实时优化技术；在代表性的大型聚烯烃装置上开展工业示范。,2023,5,500,主要项目,自助,自助,质量控制方法，生产工艺优化，工业示范评估,聚烯烃合成技术，质量检测系统，生产控制平台,国家,英国,1,张勇 18655386845,丁帅 宫丽娟 谢刚 孟霞 ,拉萨县,信息,智能制造与高端装备,精密加工与设备,工业,十个方面六,学术论文,已结项
高纯化学试剂的研发与产业示范,新星理工大学,锐意智能系统公司,未来科技大学,[],研究高纯试剂制备的工艺条件对化学试剂理化性能指标的影响，明确高纯化学试剂制备机理；优化高纯化学试剂、高纯特种气体、光谱纯试剂以及基准试剂等的精馏、蒸馏、过滤等制备工艺；优化高纯化学试剂生产过程中的工业设备，减少能耗；扩展高纯试剂在化学、化工、电子工业等领域的应用范围；实现关键高纯化学试剂的工业化示范应用。,2016,3,1200,一般项目,自助,自助,纯化方法研究，试剂配方优化，产业化评估,高纯化技术，配方合成设备，质量检测系统,互联网,互联网八,3,苏鹏 13418718671,王宇 方波 蔡玉英 ,婷婷县,纳米,智能制造与高端装备,精密加工与设备,工业,十个方面十,发明专利,已结项
高性能海洋工程材料研发及产业化,天际大学,[],[],[],研究海洋平台、海底油气管线和船舶用高耐蚀性、大厚度、大口径、低温高韧性、易焊接等特种钢；研究海洋工程专用防腐蚀金属材料、钢筋混凝土及金属等表面多功能防护涂层材料；开发海洋风电装备用高性能金属防腐涂层材料及涂装应用技术。研发多功能协同长效耐蚀防污一体化材料及其涂层，开展长效防污防腐新材料中试研究，并在海工装备上的应用示范。,2020,6,500,一般项目,条件研究,条件研究一,材料性能优化方法，抗腐蚀策略，应用环境评估,高强度合金技术，防腐涂层技术，材料测试系统,国家,德国,2,刘畅 14517734717,阎璐 田建国 邢成 高桂珍 刘雪 ,广州市,医疗,智能制造与高端装备,精密加工与设备,社发,十个方面五,软件平台,未结项
高端无机非金属材料与制品研发及示范应用,智能机器人研究所,科锐创新科技有限公司,[],[],研究功能复合一体化绿色建筑材料、节材型/装配式新型建筑材料、环保型/功能型木质建材等新型绿色建筑材料；研究新型绿色建筑材料在苛刻环境下的施工、使用适应性和性能提升技术；研究结构功能一体化、长寿命、环境友好型高端隔热耐火材料制备技术；研发多孔金属有机框架材料的结构设计、制备工艺以及用作新型吸气剂在真空隔热板中的应用技术；研究增材制造陶瓷材料制备技术，研发出适合于超高速曝光和连续打印的光固化陶瓷材料；研究高品质气相二氧化硅产业化关键技术与应用。,2023,2,200,重点项目,自助,自助,材料合成方法，性能优化策略，应用评估,无机材料合成技术，性能检测技术，应用验证系统,国家,法国,2,陆桂芝 13337730730,王峰 银玲 陈鑫 孟秀芳 ,郑州县,交通,智能制造与高端装备,精密加工与设备,社发,十个方面六,研究报告,延期结项
高性能表面防护涂层材料及应用,智能机器人研究所,先锋工程学院,[],[],重点研究海洋多重复杂严苛环境、燃料电池金属双极板、替代电镀等用高性能防护涂层材料制备技术；研究石墨烯、切削刀具及模具等材料改性防护涂层的工艺及作用机理，提高材料表面耐磨、耐腐蚀、抗污、耐温、硬度等性能，开展涂层材料工程应用技术及涂层服役性能研究，建立产品示范线。面向海洋风力发电、新能源汽车等领域永磁电机磁体的防腐需求，开发高性能钕铁硼磁体防腐材料及应用技术。开发面向冶金装备、燃气轮机、智能农机刀具、高端工程装备核心部件的高效钎涂技术，研究变活性钎涂材料及其在金刚石涂覆中的应用技术。研究窄分子量分布超细浆钙研磨用分散剂分子结构设计及合成工艺。,2021,6,400,重点项目,系统研究,系统研究一,涂层配方优化，涂覆工艺研究，应用评估,防护涂层技术，涂覆设备，性能测试系统,国家,德国,2,黄雷 13703783327,左娟 ,沈阳县,纳米,智能制造与高端装备,精密加工与设备,社发,十个方面三,学术论文,未结项
信息与环境用氧化物半导体材料研发及应用,天域生物工程有限公司,[],[],[],研究无铟氧化物半导体薄膜的低温制备、电子调控、界面匹配及其电子器件集成应用技术，实现薄膜大面积均匀沉积，提高薄膜的迁移率、弯曲稳定性以及耐候性，实现薄膜晶体管在柔性显示的应用。研究氧化物半导体纳米结构制备技术，确立纳米结构形成过程中缺陷引入与表面离子化氧吸附能力增强的关联机制，解决表面离子化氧的吸附能力的可控问题，协同提升气敏传感器的灵敏度、选择性和工作温度，实现在环境和健康检测的实际应用。研究纳米氧化物的可控制备技术及催化应用，研发低成本绿色规模化生产技术及装备，实现协同催化氧化垃圾除臭、杀菌消毒、空气净化及降解污水产业应用。,2020,6,1200,重点项目,条件研究,条件研究二,材料制备方法，性能优化策略，应用研究,氧化物半导体技术，材料测试设备，环境适应性研究,国家,英国,1,李雪 15936783976,季敏 张瑞 李丽 孙宇 龚杨 ,天津市,农业,医疗与民生,环境与可持续发展,社发,十个方面四,研究报告,延期结项
高性能特种钢材料与制品研发及应用,科锐创新科技有限公司,智通未来技术公司,[],[],研究优化高品质热作模具钢合金成分设计、全链条生产工艺对使用性能影响，研发高品质热作模具钢及模具生产加工工艺新技术。研究海洋平台、海底油气管线和船舶用特种钢成分设计及生产工艺新技术。研发软磁不锈钢、核电用不锈钢、高碳高铬合金热轧无缝钢管等成分设计及关键工艺技术。研究高端基础零部件用特种钢的微合金化设计、精炼工艺、含氧量及夹杂物控制技术。研究高强轻质金属结构材料精密注射成形技术。,2022,6,400,一般项目,系统研究,系统研究五,钢材合金化方法，热处理优化，应用评估,特种钢合成技术，热处理设备，性能检测系统,互联网,互联网二,2,杨想 13616201296,马欢 林霞 ,太原市,医疗,智能制造与高端装备,精密加工与设备,工业,十个方面五,研究报告,延期结项
高性能轻量化合金材料与成型技术研发及产业化,科锐创新科技有限公司,新星理工大学,深空探测研究中心,[],研究高强度、高刚度、耐疲劳、高导性等特殊性能的铝、镁合金材料成分设计及加工工艺，研究铝、镁合金中增强相控制、微合金化变质、晶粒细化技术；研究高性能铝、镁合金晶体、非晶体及熔体结构制备及规模化生产工艺及设备。研究铝、镁合金大型薄壁件及复杂结构件的成型工艺设计、组织细化、模温调控、在线监测等技术，研究轻质铝合金材料及涂层与铝合金部件结构设计和加工成型技术，开发汽车高强度铝合金转向节、薄壁空心铝合金副车架及摆臂、新能源汽车水冷箱体合金材料及铸造成型产业化技术。研究先进高真空高压近终成型技术及搅拌摩擦焊接技术，开发轻量化大尺寸高强韧铝合金轮毂。,2021,2,400,主要项目,特殊研究,特殊研究,合金成分优化，成型工艺研究，应用评估,轻量化合金技术，成型设备，性能测试系统,国家,日本,2,张刚 13700736127,王欢 贾晨 刘洋 杨云 白丽丽 ,长沙县,土木,智能制造与高端装备,精密加工与设备,社发,十个方面二,研究报告,延期结项
面向泵阀、低压电器、电梯等特色产业集群智能化提升的网络协同生产平台研发及应用,环境科学与技术研究所,天域生物工程有限公司,极限材料科技公司,未来科技大学,针对集群内中小企业的生产特点，研究基于集群行业的生产资源大数据分析软件以及生产现场智能数据感知手段，实现中小企业的生产资源社会化集约管理，提升企业将自身能力融入社会化生产体系的能力。通过生产资源、产品设计信息、市场信息、供应链信息的多源数据融合，构建集群内协同生产模式的智能化建模与分析，实现集群内生产资源的合理分配及全流程的智能协同优化控制，研究知识驱动的智能化协同生产优化决策。针对集群产品的特点，研发具有行业特点的智能柔性生产线，研究生产过程的数字孪生系统，针对中小企业型号多、批量小的特点，实现生产线的产品快速换型，产品换型的无缝连接，完成生产订单的连续生产。,2016,5,1000,主要项目,使用研究,使用研究一,生产流程优化，智能化策略，平台集成研究,网络协同平台，智能控制系统，生产管理软件,互联网,互联网六,1,田志强 13822446049,冯兰英 ,南京市,环境,智能制造与高端装备,精密加工与设备,社发,十个方面五,发明专利,未结项
建筑工业化、矿冶、塑料等特色机械装备“智能一代”技术研究及应用,天际大学,[],[],[],研究面向建筑工业化、矿冶、塑料等特色机械装备行业的装备产品数据、工艺数据、生产过程数据、在线监测数据、使用过程数据等在内的全生命周期多维信息集成技术，突破装备专用物联传感系统设计、生产系统物联与协同控制技术、多维信息集成等关键技术，促进建筑工业化、矿冶、塑料等特色机械装备制造与智能技术融合创新的新生态。,2021,2,300,一般项目,特殊研究,特殊研究,机械设计优化，智能化策略，应用评估,智能机械设备，自动化控制系统，性能检测技术,国家,日本,2,陈旭 18788320720,曾强 殷林 ,宜都市,环境,智能制造与高端装备,精密加工与设备,社发,十个方面四,研究报告,已结项
现代纺织服装装备与数字化技术融合研究与应用,科锐创新科技有限公司,生物前沿研究院,银河科学技术大学,未来科技大学,重点突破精密传动、电子凸轮、机器视觉识别、多智能体协同控制等技术，采用数字制造和工业互联网技术，提升纺织专用装备的数字化、智能化水平，全面推进纺织专用装备与新一代信息技术的深度融合，与生产性服务业的渗透融合，推动我省纺织专用装备走向国际领先行列。,2022,6,1500,重点项目,特殊研究,特殊研究,装备优化设计，数字化策略，应用研究,数字化纺织设备，智能控制系统，生产管理软件,国家,巴西,2,石帅 14554526184,吴秀兰 刘建华 ,桂荣县,环境,智能制造与高端装备,精密加工与设备,工业,十个方面五,学术论文,延期结项
现代包装印刷、涂装、研磨等与数字化技术融合研究与应用,先锋工程学院,[],[],[],产品模块化设计，多功能融合，适应柔性化生产；利用视觉建模或光学建模，实现产品的三维建模；重点突破高速高精运动控制、电子凸轮、机器视觉识别等技术，提高生产线的整体自动化水平；采用数字制造和工业互联网技术，提升生产线的数字化、智能化水平，全面推进现代包装、印刷、涂装、研磨等专用生产线与新一代信息技术的深度融合，推动专用生产线从自动化走向智能化。,2021,5,1200,重点项目,条件研究,条件研究一,工艺优化方法，数字化策略，应用评估,数字化包装设备，智能控制系统，工艺测试技术,互联网,互联网二,2,张超 15365313995,刘桂芝 张秀芳 段桂兰 ,东莞县,空间,智能制造与高端装备,精密加工与设备,社发,十个方面六,研究报告,已结项
面向流程精细管控的公共服务生态链协同平台,银河科学技术大学,[],[],[],针对公共服务的高效协同需求，开发面向流程精细管控的协同服务平台。研究面向公共服务生态链精益管控的网络协同模式及开放式架构，以及实时数据跨域互联、服务跨域共享、流程跨域管理、设备智能监控、优化控制以及服务衔接等关键技术；研发适应流程服务方式的资源-监控-服务一体化计划、跨层域优化等工具；构建公共服务数据空间，支持公共服务体系；研制具有服务生态链管理、动态监护、应急预警、服务调度、质量管控以及决策等功能的智能公共服务生态链协同平台。 ,2022,2,200,重点项目,管理研究,管理研究七,流程优化方法，协同策略，平台设计,协同平台技术，智能控制系统，数据管理软件,国家,印度,2,蒋莉 18961611857,唐荣 赵凤兰 谢东 郑杰 ,洋市,空间,智能制造与高端装备,精密加工与设备,工业,十个方面七,研究报告,已结项
虚实融合的文化表演关键技术研究及应用示范,生物前沿研究院,极限材料科技公司,先锋工程学院,[], 针对当前虚实结合的文化演出时序性设计和自交互式的实时呈现控制等问题，研究虚实融合演艺空间中的感知技术，面向实际应用的演艺空间声、光、电物理仿真计算模型，构建融合多元感知数据以及时空同步的演艺感知环境，实现对目标演员表情、手势和动作的多模态实时跟踪与理解，构建融合多感官的协同投射混合现实演艺空间，实现数字创作内容向实体空间的自适应投射，构造观众无碍的混合现实呈现环境；研究基于演员表演与计算机合成物的交互式内容生成和呈现方法，实现目标演员与舞美内容的自然互动。研发虚实融合的演艺内容生产时效性、规范性和便捷性的大型排演与制作软硬件平台。,2019,4,300,重点项目,特殊研究,特殊研究,表演优化方法，虚实融合策略，应用研究,虚拟现实技术，智能控制系统，表演管理软件,国家,巴西,3,陈超 13254627491,赵岩 孙玉梅 陈阳 吴林 ,琴县,环境,智能制造与高端装备,精密加工与设备,社发,十个方面一,软件平台,已结项
基于跨域海量数据共享和隐私保护的智能金融服务平台研究及示范应用,锐意智能系统公司,光谱研究大学,智能机器人研究所,锐意智能系统公司,研究金融大数据模型、理论与表征方法，研究高性能隐私保护的数据授权交易技术，建立跨域海量的分布式金融大数据中台，实现金融市场、行业研究、企业信息、金融多媒体等多业态异构的跨域金融数据融合；研究基于金融大数据的深度量化模型、金融知识图谱、自然语言处理、智能信息抽取等技术，实现覆盖全产业链的动态高效智能金融服务和多轮对话特性的普惠个性化智能金融服务，打造 “看懂文字”、“听懂语言”的智能金融产品，构建全流程智能金融服务模式；研究多方可信的模型共享技术，实现技术模型多方交换、组合应用，建设自主可控的开放型金融科技技术共享平台。,2018,6,1200,重点项目,使用研究,使用研究二,数据共享策略，隐私保护方法，平台设计,数据加密技术，智能分析系统，平台集成技术,互联网,互联网三,2,杜霞 15745367696,洪飞 ,凯市,材料,智能制造与高端装备,精密加工与设备,工业,十个方面四,软件平台,未结项
“互联网+”设计服务关键技术研究与应用,天际大学,天际大学,银河科学技术大学,[],面向“互联网+”设计服务需求，基于海量设计信息资源，研究“互联网+”数字化设计服务模式、设计服务机理和设计服务挖掘智能算法；研究数字化设计服务集成支撑技术，包括设计服务信息获取技术、数据异构集成技术、主动推送资源技术、可持续更新技术等，提升数字化设计的智能化服务化水平；构建基于大数据、云计算与物联网为基础的数字化设计服务体系，为数字化设计服务提供技术支撑。研究“互联网+”环境下设计体验与预测问题，构建“互联网+”产品设计功能虚拟体验平台，通过性能预测和用户体验，实现设计与配置优化，提高需求满意度。,2020,6,200,主要项目,使用研究,使用研究三,设计优化方法，互联网策略，应用评估,在线设计平台，智能设计工具，数据管理系统,国家,英国,1,李勇 18859190278,高建军 ,佳市,纳米,智能制造与高端装备,精密加工与设备,社发,十个方面二,学术论文,未结项
开放共享协作的生产服务生态体系研究及应用,锐意智能系统公司,锐意智能系统公司,[],[], 研究制造业全价值链的生产协同服务模式，包括价值链全局可视化管控问题，大数据支撑下的客户需求感知、产品设计、产销衔接、生产管控的智能协同技术，构建覆盖市场/设计/生产/服务的大数据全域模型；研究开放、共享、协作的生产服务生态体系，实现全价值链敏捷响应的生产服务；针对服装等我省重点产业构建生产性服务平台，从原材料到产品的全链路智能管理和朔源能力，实现市场的感知、响应与服务，延申至产品设计与自动化推荐，并实现自动化生产，实现开放、共享、协作的智能制造服务。 ,2017,3,300,重点项目,自助,自助,协作策略研究，生产服务优化，生态体系设计,协同平台技术，智能控制系统，数据管理软件,国家,法国,3,王淑兰 13008281997,张晶 高琳 张宁 谢婷婷 ,浩市,空间,智能制造与高端装备,精密加工与设备,社发,十个方面三,软件平台,未结项
基于多模态数据的媒体融合数智服务平台研发与应用,环境科学与技术研究所,先锋工程学院,银河科学技术大学,[], 研究多模态新闻数据向量化、知识化的存储和管理技术，研究融媒体数据的高效跨模态检索、比对、分析、聚类等技术，实现对多模态数据关联性、溯源性、评估性、预警性的分析能力；研究有效构建素材库、成品库、主题库、百科库等的相关技术，实现多类型媒体数据的智能服务；研究媒体融合制作发布过程的智能辅助技术，实现智能选题、AI辅助写稿、AI数字资产管理、发布分析、虚拟主播、智能剪辑和审核等；构建融媒体矩阵，研发具有类人思维的信息抽取和多维度语义理解能力的媒体融合数智服务平台，实现泛媒体融合和智能传播服务，全面提高媒体、政府等主流信息的制作、传播和触达能力。 ,2020,3,500,重点项目,特殊研究,特殊研究,数据融合方法，服务优化策略，平台设计,多模态数据处理技术，智能分析系统，平台集成技术,国家,美国,2,朱涛 13131662541,吴凯 ,福州市,环境,智能制造与高端装备,精密加工与设备,工业,十个方面七,软件平台,已结项
智能物流监管关键技术及一体化服务平台研发,量子创新研究所,[],[],[],研究建立从生产-运输-贮存-使用全过程物流监测体系，针对不同产品特性，通过大数据、人工智能、区块链等技术的物流全供应链数据分析，破解物流断链问题，实现线上线下一体化、全过程、可追溯的实时精准监管。通过分析水产、医药或其它工业产品与物流全过程环境变化间的规律，研究构建基于AI的高敏捷性物流体系，突破物流配车、托盘或冷链箱周转、物流线路调度等技术问题，提高物流效率，降低物流成本。研发仓运配一体化物流服务平台，实现物流全链路数字化解决方案，构建物流大数据模型，提供包括金融服务的各种数据服务，实现智能、高效的综合物流服务。,2022,6,200,一般项目,特殊研究,特殊研究,物流监管方法，服务平台优化，应用研究,物流追踪技术，智能监控系统，平台集成技术,互联网,互联网九,1,田楠 18631747568,王飞 郝玲 许斌 钟燕 吴建平 ,桂珍市,纳米,智能制造与高端装备,精密加工与设备,社发,十个方面一,发明专利,未结项
复合导引的AGV多车协同算法与大场景应用示范,环境科学与技术研究所,恒星数据科技公司,天际大学,量子创新研究所,在连续变化工作环境下，研究AGV叉车的视觉及激光复合等导引融合方法，据负载差异及质心变化、路面条件等因素影响，研究复杂场景下具有变负载特征的AGV叉车运动轨迹高精度控制方法；研究面向多任务的AGV群体高效协同作业控制方法，移动机器人的任务规划、全局路径规划、局部动态路径规划问题，特别是基于计划的综合调度方案。面向大型无人仓库、港口、大型制造企业，构建基于AGV等机器人的大场景应用示范工程，构建大型智慧物流体系和应用平台，实现智慧仓储物流机器人调度规划，作业智能化。,2017,3,1500,主要项目,系统研究,系统研究九,协同算法研究，多车调度策略，应用评估,AGV导引技术，智能调度系统，多车协同平台,国家,俄罗斯,1,刘金凤 13469649140,吴桂珍 关建军 王林 郑磊 ,宜都县,生物,智能制造与高端装备,精密加工与设备,社发,十个方面二,研究报告,未结项
5~10MW级海上风电机组研制,天域生物工程有限公司,环境科学与技术研究所,新星理工大学,恒星数据科技公司,研究适合我国海洋环境运行的5~10MW级海上风电机组的相关技术，包括海上风电整机一体化优化设计技术；高可靠性的高效高承载传动链系统设计技术；超长叶片设计技术及其先进制造工艺；风-浪-流耦合下动态响应和智能控制技术研究；抗台风策略研究；海上风电机组安装技术；基于传感和数据分析的故障诊断、健康管理技术。,2023,5,300,重点项目,特殊研究,特殊研究,风电机组设计方法，性能优化策略，应用评估,大功率风电技术，智能控制系统，性能检测设备,互联网,互联网七,3,黄桂荣 14559822971,吴桂芝 袁杰 杨凤兰 ,哈尔滨市,信息,智能制造与高端装备,精密加工与设备,社发,十个方面七,学术论文,已结项
高效晶硅太阳能电池的研发与产业化,银河科学技术大学,生物前沿研究院,光谱研究大学,环境科学与技术研究所,重点研究N型高效太阳能电池与高效率太阳能电池用导电浆料，包括极细栅线印刷技术；分步印刷技术；掺杂多晶硅钝化层沉积技术；掺杂非晶硅钝化层沉积技术；正背面钝化技术；选择性发射极技术以及高性能电子和空穴选择性收集的异质结技术；低成本的低温金属浆料及耗材等技术。同时进行性能设计和规模化工艺技术开发，研究N型高效太阳能电池制备组件后的可靠性，以及电站端的发电特性。,2018,3,500,重点项目,特殊研究,特殊研究,电池设计优化，生产工艺研究，应用评估,晶硅电池技术，生产自动化设备，性能测试系统,互联网,互联网四,3,李鹏 15691643885,李佳 鲁瑞 ,西宁县,土木,智能制造与高端装备,精密加工与设备,工业,十个方面十,学术论文,延期结项
核能等发电机组余热规模化供暖技术的研究与应用,天际大学,未来科技大学,新星理工大学,深空探测研究中心,研究利用我省核能等发电机组冬季剩余热功率实现对电厂周边地区集中供暖，研究出适合核能等余热综合利用的热能交换、能量传输等有效方法；开发出符合核能安全应用等级的换热装置和工程利用方式；为在夏热冬冷地区实现安全、高效、经济可行的规模化无碳区域供暖提供工程示范。,2019,2,1200,一般项目,系统研究,系统研究二,余热回收方法，热能转换策略，供暖系统优化,热能回收技术，供暖系统集成，热量传输设备,国家,德国,1,凌娟 18636578968,张东 刘丽娟 周晶 ,雷市,医疗,智能制造与高端装备,精密加工与设备,工业,十个方面五,学术论文,已结项
能量计量装置与碳汇计算方法研究及产业化,银河科学技术大学,天域生物工程有限公司,新星理工大学,[],研究针对分布式、大负荷等复杂电力场景的大电流隧道磁阻计量核心元器件、双向电能计量及碳汇计量、在线误差自诊断技术，实现基于嵌入式模组化装置的精确电能计量。研究基于模组化电能采集装置的非侵入式负荷识别技术，具备基于事件检测、特征提取技术的负荷识别能力。研究宽温压条件下的燃气量质电子计量，建立基于单核物联网终端的燃气计量通信平台，能源计量系统的碳汇计算平台。,2016,6,1500,一般项目,特殊研究,特殊研究,计量装置优化，碳汇计算方法，数据分析策略,高精度计量技术，碳汇监测设备，数据分析软件,国家,俄罗斯,2,莫帅 15296816052,李红 谢玉 陶斌 王金凤 俞婷婷 ,红梅县,土木,智能制造与高端装备,精密加工与设备,社发,十个方面九,发明专利,已结项
建筑围护结构保温装饰一体化板关键技术研究及示范,环境科学与技术研究所,深空探测研究中心,银河科学技术大学,智通未来技术公司,研究适用于超低能耗、近零能耗建筑围护结构的保温装饰一体化板关键技术，有效降低建筑运行能耗；研究开发安全、高效、绿色、经济、耐久、舒适的保温装饰一体化板外墙外保温系统，开发相应的数字化生产线和配套的施工安装技术，开展规模化工程示范应用。绩效指标：保温装饰一体化板外墙外保温系统各项性能指标应符合超低能耗、近零能耗建筑的规定并达到绿色建材、装配式建筑的要求；保温材料导热系数≤0.046W/mK，燃烧性能为A1级；满足浙江省建筑高度100m建筑的结构安全和防火安全需要；具有自主知识产权并实现工业化数字化生产和安装；形成施工安装技术标准或工法；规模化工程示范应用建筑面积不小于30万㎡。申报主体：企业牵头组织方式：竞争性分配建议财政补助经费：500万元以内攻关时限：3年内（六）,2018,3,500,重点项目,系统研究,系统研究九,保温材料选择，装饰一体化设计，施工工艺优化,高效保温技术，装饰一体化板材，施工设备,互联网,互联网四,3,张霞 15916879596,陈秀梅 刘淑英 王岩 ,南京市,医疗,智能制造与高端装备,精密加工与设备,工业,十个方面十,研究报告,延期结项
高效大容量光、储、充、换电站技术集成与应用,科锐创新科技有限公司,光谱研究大学,环境科学与技术研究所,[],探索新能源汽车、充换电、光伏储能与电网能量高效互动的示范应用，建设“光储充换”(分布式光伏-储能系统-充换电)多功能综合一体站；主芯片国产化的光储充换电耦合智能自治调度控制系统研制（能量管理系统（EMS））；研究快换站多型号动力电池包融合存储、识别和充电技术，快换电池包标准化技术，多车型、多型号电池包识别和匹配技术，研发可多车型共用动力电池快换设备，支持换电电池的储能系统与换电系统的切换共用；探索新能源汽车、充换电、光伏储能与电网能量高效互动的示范应用，建设“光储充换”(分布式光伏-储能系统-充换电)多功能综合一体站。,2021,3,300,主要项目,使用研究,使用研究三,能源集成优化，系统设计方法，运行效率评估,光储充换一体化技术，智能控制系统，高效转换设备,互联网,互联网二,3,李博 18953951067,萧兰英 林敏 连秀兰 ,沈阳县,生物,智能制造与高端装备,精密加工与设备,社发,十个方面一,发明专利,已结项
基站用钠离子新材电池系统研发与产业化,科锐创新科技有限公司,量子创新研究所,环境科学与技术研究所,天域生物工程有限公司,解决固体电解质钠离子高导电性难题，从而开发高性能钠基电池陶瓷固体电解质；玻璃粉配方中加入复合碱土金属氧化物和稀土氧化物修饰体，抑制玻璃与陶瓷界面反应而产生枝晶问题，提升玻璃封接的可靠性；开发高比能量正极材料配方及挤压造粒工艺，引入第二电解质，克服正极材料与固体电解质之间的固-固界面导致的离子传输慢的问题，解决固态电池倍率性能差的行业难题；实现无化成分容电池单体生产工艺，提升产品一致性。 ,2022,4,300,主要项目,使用研究,使用研究一,电池材料筛选，电池系统设计，性能评估,钠离子电池技术，电池管理系统，性能检测设备,互联网,互联网十,2,邓帅 15383664234,彭玉梅 林琳 ,晨市,环境,智能制造与高端装备,精密加工与设备,社发,十个方面一,发明专利,已结项
燃气分布式能源智慧耦合可再生能源高效供能技术,深空探测研究中心,恒星数据科技公司,量子创新研究所,新星理工大学,重点开展燃气分布式能源的综合梯级利用与可再生能源循环耦合机理研究；进行混合燃气高效发动机、新型制冷/热泵等关键技术研究；通过全工况动态仿真研究，开展多能源互补系统优化集成和示范项目方案设计研究；开发燃气分布式能源智慧协同消纳可再生能源技术。,2021,4,200,主要项目,自助,自助,能源耦合策略，供能系统设计，运行效率评估,智慧能源管理系统，分布式供能设备，可再生能源集成技术,国家,美国,1,吴云 18262433019,左兵 ,辽阳县,生物,能源与环保技术,能源技术,工业,十个方面二,软件平台,延期结项
